N,X,Y
"45309",120.772323,23.942278
"45310",120.772501,23.942185
"45311",120.686937,23.902438
"45312",120.686692,23.902393
"45313",120.808593,23.829592
"45314",120.808473,23.829569
"45315",120.707608,23.828115
"45316",120.709316,23.830778
"45317",120.881901,24.080960
"45318",120.680885,23.759135
"45319",120.680982,23.759061
"45320",120.687253,23.967683
"45321",120.672721,23.950401
"45322",120.671862,23.949701
"45323",120.756785,23.889440
"45324",120.758047,23.888917
"45325",120.974159,23.966189
"45326",120.974142,23.965795
"45327",120.872426,23.872806
"45328",120.818852,24.011019
"45329",120.818445,24.009268
"45330",120.684757,23.955946
"45331",120.684446,23.955724
"45332",120.769627,23.984107
"45333",120.769446,23.983774
"45334",120.659925,23.934152
"45335",120.659860,23.934250
"45336",120.780976,23.738898
"45337",120.668928,23.848967
"45338",120.872713,23.873009
"45339",120.872905,23.873162
"45340",120.680211,23.976148
"45341",120.655802,23.874092
"45342",120.655288,23.874003
"45343",120.680754,23.752354
"45344",120.680933,23.752647
"45345",120.978413,23.974104
"45346",120.904363,23.833621
"45347",120.901226,23.851830
"45348",120.718442,23.765605
"45349",120.721834,23.763459
"45350",120.776998,23.709731
"45351",120.776880,23.709734
"45352",120.688686,23.753545
"45353",120.689422,23.754177
"45354",120.958700,23.901718
"45355",120.958900,23.902199
"45356",120.634912,23.859690
"45357",120.634952,23.859690
"45358",120.686219,23.897685
"45359",120.933784,23.981940
"45360",120.934184,23.981794
"45361",120.933396,23.982359
"45362",120.637646,23.900005
"45363",120.786848,23.765749
"45364",120.679310,23.946495
"45365",120.725639,23.918852
"45366",120.723048,23.919474
"45367",120.642789,23.827110
"45368",120.641606,23.828199
"45369",120.666626,23.954590
"45370",120.666283,23.954325
"45371",120.682045,23.898876
"45372",120.682282,23.898754
"45373",120.969652,23.967263
"45374",120.920316,23.979564
"45375",120.728853,23.993616
"45376",120.727484,23.994328
"45377",120.837203,23.693346
"45378",120.697119,23.932347
"45379",120.886370,24.056029
"45380",120.886778,24.057084
"45381",120.634874,23.834791
"45382",120.634353,23.835764
"45383",120.674581,23.944832
"45384",120.847660,23.818737
"45385",120.848025,23.818046
"45386",120.657579,23.644055
"45387",120.658254,23.644094
"45388",120.903311,24.058443
"45389",120.904491,24.058189
"45390",120.685267,23.905368
"45391",120.685268,23.905337
"45392",120.659710,23.926267
"45393",120.655883,23.987386
"45394",120.817841,24.005274
"45395",120.809977,24.003425
"45396",120.677447,23.754064
"45397",120.931669,23.968521
"45398",120.688282,23.893451
"45399",120.920516,23.872970
"45400",120.920499,23.872402
"45401",120.811517,24.033273
"45402",120.812180,24.030639
"45403",120.687562,23.974017
"45404",121.156696,24.037443
"45405",121.156725,24.037524
"45406",120.682163,23.769021
"45407",120.682329,23.769049
"45408",120.665143,23.662218
"45409",120.665499,23.662377
"45410",120.685703,23.914814
"45411",120.753291,23.677682
"45412",120.747115,23.678376
"45413",120.690682,23.834604
"45414",120.689836,23.834154
"45415",120.743897,23.930939
"45416",120.744381,23.930983
"45417",120.655408,23.875588
"45418",120.962753,23.937795
"45419",120.962954,23.937818
"45420",120.652221,23.974016
"45421",120.652183,23.974084
"45422",120.812817,24.030514
"45423",120.654848,23.960419
"45424",120.653999,23.898979
"45425",120.979974,23.800281
"45426",120.802422,23.940894
"45427",120.819274,23.724832
"45428",120.818051,23.725380
"45429",120.974717,23.954375
"45430",120.777803,23.748050
"45431",120.777756,23.748151
"45432",120.949618,24.024048
"45433",120.951424,24.022730
"45434",120.723005,23.754407
"45435",121.104538,24.009251
"45436",120.675184,23.925502
"45437",120.674977,23.925809
"45438",120.944759,23.882365
"45439",120.856670,23.717131
"45440",120.856343,23.717359
"45441",120.665124,23.919788
"45442",120.776991,23.827575
"45443",120.686853,23.985310
"45444",120.911185,23.915424
"45445",120.707623,23.811268
"45446",120.708673,23.812541
"45447",120.863973,23.554398
"45448",120.681183,23.958550
"45449",120.668244,23.912020
"45450",120.668167,23.912280
"45451",120.929172,23.902088
"45452",120.888699,23.592842
"45453",120.888552,23.594548
"45454",120.877125,24.075309
"45455",120.672754,23.977368
"45456",120.793134,23.829061
"45457",120.793274,23.829059
"45458",120.977435,23.971913
"45459",120.702889,23.770163
"45460",120.702174,23.770415
"45461",120.679305,23.946675
"45462",121.185497,24.034722
"45463",121.185817,24.035455
"45464",120.721084,23.919264
"45465",120.719495,23.919045
"45466",120.679889,23.904295
"45467",120.690438,23.900965
"45468",120.691268,23.841661
"45469",120.724051,23.932838
"45470",120.726308,23.933772
"45471",120.705399,23.769261
"45472",120.704993,23.769389
"45473",120.934689,23.899213
"45474",120.933549,23.899787
"45475",120.707840,23.773847
"45476",120.678049,23.755339
"45477",120.678337,23.755779
"45478",120.677882,23.920367
"45479",120.933324,23.898580
"45480",120.933394,23.899418
"45481",121.149621,24.026265
"45482",121.150148,24.027018
"45483",120.638251,23.925773
"45484",120.967975,24.064315
"45485",120.968354,24.064413
"45486",120.689193,23.915617
"45487",120.665387,23.763755
"45488",120.668462,23.762967
"45489",120.692742,23.947409
"45490",120.845611,24.025575
"45491",120.706318,23.838423
"45492",120.705382,23.854718
"45493",120.705387,23.854761
"45494",120.680736,23.955534
"45495",120.680756,23.955670
"45496",120.953248,24.012573
"45497",120.953660,24.013528
"45498",120.691501,23.990777
"45499",120.691527,23.990218
"45500",120.975969,23.965174
"45501",120.977169,23.965144
"45502",120.637761,23.938980
"45503",120.964124,23.953959
"45504",120.707776,23.892905
"45505",120.709468,23.892811
"45506",120.963965,23.970186
"45507",120.964025,23.969989
"45508",120.823164,24.019787
"45509",120.824377,24.021499
"45510",120.655553,24.002720
"45511",120.640500,23.829375
"45512",120.900678,24.060263
"45513",120.700076,23.801171
"45514",120.637184,23.892081
"45515",120.673277,23.755971
"45516",120.673398,23.755738
"45517",120.980549,24.071049
"45518",120.976779,24.070028
"45519",120.706052,23.893262
"45520",120.706575,23.893168
"45521",120.675052,23.910657
"45522",120.650307,23.888110
"45523",120.649352,23.887859
"45524",120.928319,23.941092
"45525",120.872441,23.977192
"45526",120.873277,23.975750
"45527",120.859453,23.794564
"45528",120.856355,23.668635
"45529",120.809508,23.851093
"45530",120.808590,23.848046
"45531",121.071664,23.923476
"45532",120.689365,23.889926
"45533",120.689592,23.889173
"45534",120.685450,23.822206
"45535",120.686671,23.821060
"45536",120.985967,23.935623
"45537",120.699782,23.975984
"45538",120.699793,23.975954
"45539",120.670105,23.741916
"45540",120.671439,23.741588
"45541",120.764558,23.879136
"45542",120.683274,23.980797
"45543",120.915168,24.020249
"45544",120.673771,23.914707
"45545",120.677041,23.987338
"45546",120.703861,23.978279
"45547",120.704357,23.978154
"45548",120.709834,23.887255
"45549",120.769644,23.977902
"45550",120.769897,23.977887
"45551",120.760648,23.986425
"45552",120.763326,23.986073
"45553",120.663568,23.693464
"45554",120.969197,23.988818
"45555",120.999149,23.958139
"45556",121.132625,24.023102
"45557",121.132893,24.023468
"45558",120.742030,23.958368
"45559",121.153478,24.027018
"45560",121.153849,24.027165
"45561",120.677153,23.955275
"45562",120.859157,23.678123
"45563",120.959204,23.970813
"45564",120.959802,23.970815
"45565",120.711165,23.925057
"45566",120.710969,23.924952
"45567",120.651330,24.006635
"45568",120.671386,23.943762
"45569",120.651957,23.974567
"45570",120.853204,23.718536
"45571",120.853041,23.718874
"45572",120.987972,23.926963
"45573",120.984249,23.926314
"45574",120.770457,23.977888
"45575",120.715246,23.830608
"45576",120.872584,24.041021
"45577",120.873081,24.041565
"45578",120.882079,24.058243
"45579",120.971984,23.972655
"45580",120.971983,23.973234
"45581",120.740995,23.776997
"45582",120.741029,23.777061
"45583",120.877343,24.077748
"45584",120.717189,23.765932
"45585",120.879096,23.659623
"45586",120.929113,23.793336
"45587",120.969551,23.971454
"45588",120.982989,23.980440
"45589",120.982884,23.980274
"45590",121.039968,23.902314
"45591",120.955070,23.970583
"45592",120.679357,23.980579
"45593",121.065992,24.003220
"45594",121.067603,23.998892
"45595",120.669503,23.736240
"45596",120.668957,23.735349
"45597",120.988393,23.926993
"45598",120.988109,23.928515
"45599",120.673834,24.007918
"45600",120.674043,24.008010
"45601",120.680960,23.957116
"45602",120.681149,23.958319
"45603",120.861259,23.748009
"45604",120.700101,23.851240
"45605",120.651233,23.876420
"45606",120.651225,23.876466
"45607",120.646808,23.869240
"45608",120.686041,23.760292
"45609",120.686432,23.760324
"45610",120.677936,23.839236
"45611",120.678322,23.839322
"45612",120.890710,23.960187
"45613",120.890671,23.960351
"45614",120.657392,23.874141
"45615",120.795180,23.880939
"45616",120.689375,23.896399
"45617",120.646799,23.864480
"45618",120.683761,23.975731
"45619",120.683920,23.976742
"45620",120.687821,23.900868
"45621",120.686905,23.900489
"45622",120.672695,23.988173
"45623",120.672311,23.988271
"45624",120.674263,23.833914
"45625",120.676490,23.835029
"45626",120.786184,23.866573
"45627",120.786698,23.866236
"45628",120.871352,23.869204
"45629",120.678105,23.919050
"45630",120.789994,23.802730
"45631",120.732355,23.923742
"45632",121.190698,24.145561
"45633",121.188835,24.145992
"45634",120.690332,24.000551
"45635",120.690295,24.000427
"45636",120.984715,23.976094
"45637",120.988174,23.976817
"45638",120.781226,23.979955
"45639",120.781246,23.979981
"45640",120.967098,23.918227
"45641",120.965642,23.919400
"45642",120.774737,23.703875
"45643",120.775168,23.710868
"45644",120.674925,23.757814
"45645",120.674883,23.757713
"45646",120.761228,23.738124
"45647",120.689603,23.889513
"45648",120.771141,23.823048
"45649",120.770202,23.823331
"45650",120.668994,23.848960
"45651",120.686275,23.901776
"45652",120.678216,23.752203
"45653",120.968437,24.064433
"45654",120.647305,23.821595
"45655",120.654136,23.967468
"45656",120.654240,23.967496
"45657",120.670965,23.934403
"45658",120.671125,23.934238
"45659",120.955689,23.969302
"45660",120.954586,23.969582
"45661",120.682753,23.769082
"45662",120.683026,23.769033
"45663",120.700114,23.754888
"45664",120.700008,23.754900
"45665",120.869101,23.935681
"45666",120.694538,23.933176
"45667",120.694044,23.933332
"45668",120.700412,23.931289
"45669",120.700029,23.931410
"45670",120.691385,23.727698
"45671",120.700776,23.931168
"45672",120.700718,23.930025
"45673",120.663475,23.945547
"45674",120.662870,23.946352
"45675",120.650618,23.992624
"45676",120.777523,23.723677
"45677",120.656007,23.720672
"45678",120.656218,23.721287
"45679",120.662004,23.758618
"45680",120.661941,23.758341
"45681",120.779393,23.880135
"45682",120.643889,24.002313
"45683",121.192415,24.045274
"45684",120.901066,23.851105
"45685",120.940490,23.965148
"45686",120.940748,23.965157
"45687",120.673695,23.760965
"45688",120.886647,23.818528
"45689",120.886997,23.819115
"45690",120.677949,23.857851
"45691",120.677709,23.857878
"45692",120.694049,23.860251
"45693",120.672849,23.921773
"45694",120.814014,24.010103
"45695",120.944770,23.959508
"45696",120.944832,23.959622
"45697",120.699383,23.835389
"45698",120.817567,23.824427
"45699",120.814465,23.825568
"45700",120.889009,23.892031
"45701",120.888896,23.890714
"45702",120.758360,23.725563
"45703",120.721590,23.961516
"45704",120.722991,23.961438
"45705",120.726242,23.979971
"45706",120.881506,23.648547
"45707",120.881214,23.649886
"45708",120.687866,23.917490
"45709",120.655991,23.973288
"45710",120.726076,23.755208
"45711",120.726402,23.755546
"45712",121.085212,24.002994
"45713",120.696765,23.849786
"45714",120.675856,23.755512
"45715",120.682406,23.911164
"45716",120.682119,23.911816
"45717",120.649031,23.871302
"45718",120.680791,23.979626
"45719",120.681084,23.980749
"45720",120.746543,23.956070
"45721",120.745083,23.956446
"45722",120.851387,23.997775
"45723",120.850612,23.998130
"45724",120.926743,23.942486
"45725",120.743361,23.832921
"45726",120.678788,23.756555
"45727",120.679406,23.757436
"45728",120.852765,24.036388
"45729",120.708554,23.881381
"45730",120.708341,23.881756
"45731",120.940149,23.813789
"45732",120.939387,23.814754
"45733",120.668751,23.946890
"45734",120.669842,23.946189
"45735",120.679135,23.760508
"45736",120.678945,23.760653
"45737",120.658816,23.878738
"45738",120.900398,23.835473
"45739",120.768683,23.736985
"45740",120.896009,23.791819
"45741",120.662801,23.900421
"45742",120.663700,23.901034
"45743",120.908315,23.542473
"45744",120.908399,23.542600
"45745",120.676391,23.871277
"45746",120.849764,23.816102
"45747",120.849969,23.815837
"45748",120.693672,23.905750
"45749",120.713178,23.896443
"45750",120.682666,23.968271
"45751",120.682824,23.969373
"45752",120.857266,23.693849
"45753",120.856929,23.694259
"45754",121.175185,24.034391
"45755",120.733015,23.982470
"45756",120.736493,23.983414
"45757",120.890207,23.984784
"45758",120.665740,23.934217
"45759",120.660364,23.998755
"45760",120.704588,23.788668
"45761",120.703477,23.792671
"45762",120.670244,23.922761
"45763",120.693094,23.867161
"45764",120.693006,23.868126
"45765",121.081107,24.000620
"45766",120.681432,23.906949
"45767",120.854907,23.732093
"45768",120.750650,23.769254
"45769",120.752159,23.769493
"45770",121.118953,23.967637
"45771",120.960690,23.970814
"45772",120.884959,24.043980
"45773",120.885044,24.044755
"45774",120.941563,24.009750
"45775",120.942645,24.010380
"45776",120.670625,23.976859
"45777",120.684428,23.980011
"45778",120.699167,23.762872
"45779",120.700136,23.980627
"45780",120.700037,23.979794
"45781",120.980633,23.905769
"45782",120.698976,23.976722
"45783",120.700180,23.977396
"45784",120.683447,23.962579
"45785",120.682401,23.962697
"45786",120.867737,23.902588
"45787",120.866074,23.903969
"45788",120.726290,23.814707
"45789",120.732461,23.814276
"45790",120.872371,24.078072
"45791",120.794835,23.828096
"45792",120.795067,23.828108
"45793",120.897678,23.842638
"45794",121.000419,23.925498
"45795",120.666977,23.757581
"45796",120.666574,23.757640
"45797",120.787679,23.795111
"45798",120.870669,23.889909
"45799",120.870697,23.888318
"45800",120.655258,23.946387
"45801",120.818787,24.010328
"45802",120.818929,24.011010
"45803",120.664259,23.661300
"45804",120.664487,23.661815
"45805",121.010204,23.907592
"45806",121.008444,23.910532
"45807",120.788444,23.864234
"45808",120.698924,23.894402
"45809",120.699504,23.894260
"45810",121.078464,23.954082
"45811",121.085779,23.957556
"45812",120.899531,23.981765
"45813",120.780337,23.809480
"45814",120.780239,23.808345
"45815",120.935215,24.003573
"45816",120.935313,24.003222
"45817",120.685791,23.846537
"45818",120.649153,23.973042
"45819",120.692526,23.757108
"45820",120.702578,23.852473
"45821",120.701946,23.858038
"45822",120.704952,23.694569
"45823",120.705966,23.695963
"45824",120.652116,23.922049
"45825",120.734450,23.990704
"45826",120.785839,23.828528
"45827",121.296092,24.202982
"45828",120.670886,23.949029
"45829",120.654542,23.965714
"45830",120.655796,23.961125
"45831",120.941630,23.879965
"45832",120.941523,23.880083
"45833",120.702415,23.835551
"45834",120.637680,23.924047
"45835",120.687325,23.757911
"45836",120.687595,23.758184
"45837",120.661267,23.842838
"45838",120.661230,23.842332
"45839",120.810456,23.852495
"45840",120.809913,23.853945
"45841",120.698176,23.904835
"45842",120.700156,23.903411
"45843",120.652986,23.972232
"45844",120.653184,23.971537
"45845",120.705585,23.975337
"45846",120.710632,23.776238
"45847",120.672632,23.940295
"45848",120.672650,23.940342
"45849",120.914349,23.910507
"45850",120.683537,23.904409
"45851",120.706843,23.769706
"45852",120.706759,23.769021
"45853",120.852891,23.760648
"45854",120.655720,23.626303
"45855",120.670750,23.933939
"45856",120.670225,23.933275
"45857",120.677168,23.998121
"45858",120.973701,23.956775
"45859",120.973430,23.957431
"45860",120.632336,23.860523
"45861",120.650824,24.005746
"45862",120.650876,24.002785
"45863",120.707371,23.973112
"45864",120.705748,23.973854
"45865",120.702000,23.804301
"45866",120.908252,23.528895
"45867",120.701720,23.843277
"45868",120.714575,23.767060
"45869",120.714691,23.767000
"45870",120.668032,23.941265
"45871",120.856042,23.717526
"45872",120.854607,23.718214
"45873",120.655102,23.716442
"45874",120.772807,23.876145
"45875",120.771275,23.878320
"45876",120.676356,24.010244
"45877",120.779082,23.827714
"45878",120.688353,23.904202
"45879",120.788898,23.829037
"45880",120.670540,23.904273
"45881",120.672508,23.904886
"45882",120.687111,23.974096
"45883",120.686691,23.974121
"45884",120.683595,23.916295
"45885",120.654782,24.008441
"45886",120.869433,23.860213
"45887",120.869519,23.860326
"45888",120.874543,23.983515
"45889",120.769890,23.847638
"45890",120.769205,23.849037
"45891",120.751572,23.747419
"45892",120.965419,23.973220
"45893",120.665874,23.975705
"45894",120.860540,23.837851
"45895",120.685269,23.962192
"45896",120.685198,23.961463
"45897",120.944198,23.958493
"45898",120.709363,23.831082
"45899",120.741382,23.984764
"45900",120.741008,23.984672
"45901",120.802199,23.885764
"45902",120.884995,24.049917
"45903",120.873658,23.630402
"45904",120.875486,23.631553
"45905",120.759158,23.886779
"45906",120.780454,23.826889
"45907",120.781707,23.826918
"45908",120.794221,23.681825
"45909",120.793473,23.685283
"45910",120.757943,23.673083
"45911",120.754571,23.675419
"45912",120.965332,23.955190
"45913",120.657346,23.870205
"45914",120.657691,23.870010
"45915",120.763146,23.922125
"45916",120.690426,24.000525
"45917",120.857577,23.804446
"45918",120.858608,23.804056
"45919",120.713857,23.800577
"45920",120.714216,23.801375
"45921",120.678185,23.752272
"45922",120.839281,23.762686
"45923",120.840073,23.763235
"45924",120.689762,23.898873
"45925",120.654223,23.874650
"45926",120.655107,23.875343
"45927",120.638904,23.833337
"45928",120.642746,23.834016
"45929",120.875449,24.043131
"45930",120.881965,24.042359
"45931",120.884595,23.918338
"45932",120.884421,23.918462
"45933",120.705504,23.977809
"45934",120.972761,23.987699
"45935",120.973616,23.987408
"45936",120.936127,24.057791
"45937",120.933797,24.054995
"45938",120.889419,23.892186
"45939",120.977640,23.970199
"45940",120.977439,23.970506
"45941",120.718225,23.918694
"45942",120.717508,23.918258
"45943",120.881197,23.622674
"45944",120.699683,23.978713
"45945",120.699879,23.978695
"45946",120.675648,23.755658
"45947",120.962722,23.970853
"45948",120.679579,24.010858
"45949",120.676030,23.943685
"45950",120.678202,23.945663
"45951",120.884258,23.889472
"45952",120.752528,23.814566
"45953",120.682161,23.953248
"45954",120.682144,23.953388
"45955",120.933084,24.006819
"45956",120.932813,24.006654
"45957",120.685439,23.937499
"45958",120.731883,23.834529
"45959",120.732824,23.834173
"45960",120.870049,23.862500
"45961",120.869951,23.862841
"45962",120.946061,23.966114
"45963",120.946424,23.964447
"45964",120.765309,23.822740
"45965",120.628917,23.629793
"45966",120.628744,23.629796
"45967",120.692377,23.880843
"45968",120.753832,23.950173
"45969",120.703463,23.769961
"45970",120.653160,23.873659
"45971",120.943889,23.882362
"45972",120.944074,23.882344
"45973",120.704844,23.854105
"45974",120.887407,23.981268
"45975",120.881854,23.979373
"45976",120.942463,23.897814
"45977",120.942429,23.898067
"45978",120.967156,23.965317
"45979",120.949574,23.924954
"45980",120.949986,23.925654
"45981",120.773580,23.838023
"45982",120.773620,23.837786
"45983",120.705392,23.820716
"45984",120.704517,23.819543
"45985",120.871446,23.956174
"45986",120.871412,23.956835
"45987",120.676057,23.760201
"45988",120.865653,24.081905
"45989",120.865770,24.083358
"45990",120.791144,23.728885
"45991",120.974385,23.970125
"45992",120.648989,24.000370
"45993",120.878501,23.625003
"45994",120.666899,23.931766
"45995",120.818420,24.009181
"45996",120.941875,24.027590
"45997",120.943408,24.027756
"45998",120.954915,23.970540
"45999",120.967143,23.957960
"46000",120.706931,23.898435
"46001",120.703475,23.900981
"46002",120.633439,23.891256
"46003",120.979648,23.974220
"46004",120.833189,23.688954
"46005",120.855518,23.818593
"46006",120.714292,23.805015
"46007",120.652149,23.704294
"46008",120.652541,23.704720
"46009",120.933241,24.005339
"46010",120.868559,23.949958
"46011",120.868689,23.950105
"46012",120.637847,23.933845
"46013",120.638269,23.932217
"46014",120.837504,23.691693
"46015",120.836483,23.689763
"46016",120.855555,23.714323
"46017",120.906235,23.828212
"46018",120.906120,23.828815
"46019",120.784680,23.827718
"46020",120.784564,23.828217
"46021",120.696157,23.928783
"46022",120.697784,23.929134
"46023",120.960869,23.979624
"46024",121.183385,24.026788
"46025",121.184322,24.030024
"46026",120.679721,23.758065
"46027",120.679308,23.757497
"46028",120.739295,23.962307
"46029",120.738888,23.962761
"46030",120.709864,23.775796
"46031",120.668167,23.990847
"46032",121.184753,24.033097
"46033",120.665514,23.970637
"46034",120.665608,23.970316
"46035",120.680261,23.757037
"46036",120.766282,23.878876
"46037",120.666808,23.931710
"46038",120.762211,23.986680
"46039",120.679230,23.875692
"46040",120.679510,23.876017
"46041",120.834247,23.822797
"46042",120.838370,23.822084
"46043",120.778383,23.869914
"46044",120.778555,23.869856
"46045",120.747023,23.813898
"46046",120.745112,23.813839
"46047",120.917334,24.023859
"46048",120.695706,23.856570
"46049",120.917424,23.833157
"46050",120.872714,23.883745
"46051",120.872809,23.883663
"46052",120.653801,23.992729
"46053",120.654641,23.992671
"46054",120.762176,23.754825
"46055",120.691206,23.883489
"46056",120.691279,23.883280
"46057",120.647150,23.869004
"46058",120.682123,23.984257
"46059",120.965548,23.889176
"46060",120.953636,24.011314
"46061",120.857444,23.992861
"46062",120.857716,23.992689
"46063",120.687981,23.980272
"46064",120.687629,23.981348
"46065",120.676256,23.870026
"46066",120.676268,23.869973
"46067",120.863649,24.047834
"46068",121.070464,23.995940
"46069",121.067837,23.998395
"46070",120.950937,23.793886
"46071",120.949903,23.793836
"46072",120.925851,24.040051
"46073",120.810764,23.995317
"46074",120.811021,23.995953
"46075",120.940505,23.965221
"46076",120.722317,23.979579
"46077",120.721282,23.979317
"46078",120.846944,24.028126
"46079",120.847987,24.031524
"46080",120.674693,23.876968
"46081",120.704088,23.849343
"46082",120.653670,23.969479
"46083",120.653775,23.969506
"46084",120.630825,23.838631
"46085",120.838567,23.822004
"46086",120.840124,23.821049
"46087",121.226326,24.190470
"46088",121.226714,24.192385
"46089",120.679049,23.915948
"46090",120.679766,23.915083
"46091",120.677547,23.914117
"46092",120.677113,23.915259
"46093",120.748448,23.931604
"46094",120.748561,23.932502
"46095",120.665974,23.983164
"46096",120.678252,23.755863
"46097",120.938195,23.896519
"46098",120.775055,23.728275
"46099",120.684305,23.864709
"46100",120.684328,23.865514
"46101",120.971459,23.961124
"46102",120.801505,23.820990
"46103",120.784138,23.821678
"46104",120.694593,23.859269
"46105",120.694104,23.860403
"46106",120.689680,23.757009
"46107",120.882393,23.979510
"46108",120.882466,23.979275
"46109",120.678403,23.916902
"46110",120.678605,23.916474
"46111",120.943263,23.792826
"46112",120.706959,23.769684
"46113",120.919093,23.992583
"46114",120.920084,23.991305
"46115",120.722938,23.812487
"46116",120.722843,23.812958
"46117",120.660182,23.996600
"46118",121.198604,24.073131
"46119",121.198610,24.073036
"46120",120.974613,23.965225
"46121",120.975059,23.965208
"46122",121.065727,24.003508
"46123",120.875487,23.970999
"46124",120.874072,23.973662
"46125",120.687979,23.952820
"46126",120.679945,23.838152
"46127",120.679574,23.838802
"46128",120.681856,23.912642
"46129",120.687146,23.900084
"46130",120.687280,23.899846
"46131",120.920034,23.977307
"46132",120.789345,23.834166
"46133",120.788637,23.834158
"46134",120.935896,23.922934
"46135",120.936237,23.923084
"46136",120.707272,23.990724
"46137",120.712165,23.992836
"46138",120.970488,23.914569
"46139",120.970080,23.914883
"46140",120.687917,23.993908
"46141",120.764669,23.822708
"46142",120.970024,23.893201
"46143",121.168748,24.072420
"46144",120.820726,23.703418
"46145",120.662573,23.657861
"46146",120.681531,23.960891
"46147",120.681813,23.962774
"46148",120.963755,23.961951
"46149",120.963117,23.961172
"46150",120.632802,23.862616
"46151",120.632633,23.861864
"46152",120.688328,23.893682
"46153",120.687685,23.895484
"46154",120.705195,23.808140
"46155",120.714087,23.767329
"46156",120.672451,23.957481
"46157",120.682490,23.898658
"46158",120.915415,24.020314
"46159",120.761569,23.732188
"46160",120.761628,23.732835
"46161",120.938915,23.798102
"46162",120.642984,23.854652
"46163",120.682211,23.918655
"46164",120.682262,23.918589
"46165",120.711408,23.922690
"46166",120.685192,23.958073
"46167",120.684940,23.958473
"46168",120.794624,23.987365
"46169",120.801188,23.993863
"46170",120.855824,23.810418
"46171",120.856516,23.809832
"46172",121.120511,23.967371
"46173",120.703033,23.793650
"46174",120.638025,23.902573
"46175",120.637925,23.903075
"46176",120.678953,23.877794
"46177",120.679698,23.878078
"46178",120.653872,23.851851
"46179",120.661675,23.974679
"46180",120.662657,23.974925
"46181",120.894135,23.620454
"46182",120.722727,23.919404
"46183",120.694715,23.920406
"46184",120.900664,23.837753
"46185",121.112879,23.968972
"46186",120.773942,23.942021
"46187",120.773619,23.942067
"46188",120.756119,23.726917
"46189",120.756354,23.726837
"46190",120.869191,23.864170
"46191",120.686398,23.760707
"46192",121.194253,24.059896
"46193",121.194684,24.060009
"46194",120.799367,23.820931
"46195",121.191915,24.149395
"46196",121.195439,24.156528
"46197",120.632913,23.877945
"46198",120.919359,23.944755
"46199",120.919195,23.944501
"46200",120.851112,24.034943
"46201",120.703585,23.973320
"46202",120.703128,23.973358
"46203",120.687222,23.896064
"46204",120.872547,23.669642
"46205",120.872291,23.670450
"46206",120.735598,23.927136
"46207",120.735685,23.927137
"46208",120.705098,23.828622
"46209",120.704163,23.831239
"46210",120.642852,24.005556
"46211",120.688366,23.897441
"46212",120.899927,23.823712
"46213",120.644787,23.889533
"46214",120.660827,23.857792
"46215",120.653779,23.980836
"46216",120.946110,23.883787
"46217",120.678627,23.986909
"46218",120.637715,23.875968
"46219",120.711577,23.961231
"46220",120.711695,23.961185
"46221",120.876189,24.059118
"46222",120.875915,24.058289
"46223",120.719742,23.997191
"46224",120.718751,23.996696
"46225",120.872041,24.040702
"46226",120.872222,24.040777
"46227",120.696445,23.850760
"46228",120.696302,23.851232
"46229",120.812870,23.811699
"46230",120.955545,24.012333
"46231",120.955961,24.011838
"46232",120.654427,23.774490
"46233",120.661289,23.843353
"46234",120.693849,23.858996
"46235",120.754224,23.982624
"46236",120.779196,23.777901
"46237",120.778731,23.778494
"46238",120.782306,23.807653
"46239",120.779160,23.826268
"46240",120.779122,23.826896
"46241",120.684753,23.962425
"46242",120.685319,23.962352
"46243",120.802394,23.861477
"46244",120.803826,23.861673
"46245",120.689301,23.911131
"46246",120.759593,23.934631
"46247",120.678580,23.929508
"46248",120.679832,23.927217
"46249",120.870984,23.959799
"46250",120.870893,23.960355
"46251",120.953003,24.016711
"46252",120.997842,24.074861
"46253",120.995229,24.074496
"46254",121.168000,24.067061
"46255",121.168080,24.067267
"46256",120.655323,24.003066
"46257",120.684431,23.909607
"46258",120.684533,23.909808
"46259",120.906422,23.833950
"46260",120.913926,24.007606
"46261",120.816799,24.059271
"46262",120.816007,24.059065
"46263",120.696318,23.779342
"46264",120.770664,23.988768
"46265",120.954152,23.969694
"46266",120.863519,23.916792
"46267",120.864102,23.916984
"46268",120.897609,23.981546
"46269",120.897525,23.981554
"46270",120.941332,23.826523
"46271",120.942214,23.827319
"46272",120.939966,23.887527
"46273",120.939905,23.887732
"46274",120.733818,23.891927
"46275",120.692740,23.913049
"46276",120.693066,23.913249
"46277",120.869251,23.950820
"46278",120.674417,24.004290
"46279",120.673877,24.003747
"46280",120.920068,23.977377
"46281",120.916735,23.979003
"46282",120.705481,23.867390
"46283",120.705590,23.867606
"46284",120.678843,23.880535
"46285",120.678756,23.881210
"46286",120.653670,23.959427
"46287",120.988994,24.079245
"46288",120.994855,24.074827
"46289",120.871341,23.956366
"46290",120.765443,23.734970
"46291",120.740932,23.812641
"46292",120.690203,23.907611
"46293",120.690319,23.907331
"46294",120.782985,23.773356
"46295",120.782539,23.773547
"46296",120.910766,23.557186
"46297",120.908614,23.558031
"46298",120.806468,23.900127
"46299",120.629821,23.832490
"46300",120.685827,23.901384
"46301",120.750639,23.814434
"46302",120.750603,23.814433
"46303",120.874667,23.976364
"46304",120.696859,23.849112
"46305",120.697379,23.847521
"46306",120.666117,23.954199
"46307",120.666015,23.954120
